QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	24.264653	120.816428	-0.040000	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	24.264653	120.816428	40.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264570	120.816395	40.000000	1
3	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264382	120.816535	40.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264384	120.816539	40.000000	1
6	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264573	120.816399	40.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264575	120.816403	40.000000	1
9	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264387	120.816543	40.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264390	120.816547	40.000000	1
12	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264578	120.816407	40.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264580	120.816412	40.000000	1
15	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264392	120.816551	40.000000	1
17	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264395	120.816555	40.000000	1
18	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
19	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264583	120.816416	40.000000	1
20	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264585	120.816420	40.000000	1
21	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
22	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264397	120.816559	40.000000	1
23	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264400	120.816563	40.000000	1
24	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
25	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264588	120.816424	40.000000	1
26	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264591	120.816428	40.000000	1
27	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
28	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264402	120.816567	40.000000	1
29	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264405	120.816571	40.000000	1
30	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
31	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264593	120.816432	40.000000	1
32	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264596	120.816436	40.000000	1
33	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
34	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264407	120.816575	40.000000	1
35	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264410	120.816579	40.000000	1
36	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
37	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264598	120.816440	40.000000	1
38	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264601	120.816444	40.000000	1
39	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
40	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264412	120.816584	40.000000	1
41	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264415	120.816588	40.000000	1
42	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
43	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264603	120.816448	40.000000	1
44	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264606	120.816452	40.000000	1
45	0	0	206	5.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
46	0	3	16	0.000000	0.000000	0.000000	0.000000	24.264417	120.816592	40.000000	1
47	0	0	206	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1
48	0	0	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
